frame, gt_idx, det_idx,  IoU, JIoU(det&gt), JIoU(det&gt_unc), JIoU ratio
005656,     1,      0,  0.90,   0.78,     0.92,     0.84
005658,     0,      1,  0.84,   0.81,     0.79,     1.02
005659,     0,      0,  0.93,   0.76,     0.89,     0.85
005659,     1,      1,  0.81,   0.80,     0.91,     0.89
005659,     2,      3,  0.84,   0.69,     0.53,     1.30
005659,     3,      2,  0.88,   0.86,     0.75,     1.14
005660,     1,      1,  0.95,   0.78,     1.00,     0.78
005660,     2,      2,  0.87,   0.75,     0.89,     0.84
005660,     4,      4,  0.93,   0.81,     0.92,     0.89
005660,     5,      5,  0.93,   0.87,     0.85,     1.01
005664,     0,      1,  0.91,   0.79,     1.00,     0.79
005664,     2,      2,  0.89,   0.81,     0.91,     0.89
005664,     3,      3,  0.88,   0.86,     0.79,     1.09
005664,     4,      4,  0.71,   0.78,     0.72,     1.08
005664,     5,      6,  0.94,   0.86,     0.66,     1.31
005664,     6,      5,  0.69,   0.75,     0.64,     1.17
005668,     0,      3,  0.84,   0.75,     1.00,     0.75
005668,     2,      5,  0.92,   0.84,     0.84,     1.00
005668,     3,      1,  0.93,   0.85,     0.88,     0.98
005668,     4,      2,  0.93,   0.85,     0.87,     0.98
005668,     5,      4,  0.91,   0.76,     0.62,     1.22
005668,     6,      6,  0.93,   0.83,     0.66,     1.27
005669,     0,      0,  0.69,   0.70,     0.90,     0.78
005669,     2,      1,  0.94,   0.86,     0.88,     0.98
005669,     3,      2,  0.77,   0.81,     0.74,     1.09
005672,     0,      1,  0.89,   0.76,     1.00,     0.76
005672,     2,      2,  0.88,   0.83,     0.93,     0.89
005672,     3,      3,  0.67,   0.64,     0.84,     0.76
005673,     0,      0,  0.85,   0.78,     0.92,     0.84
005673,     1,      1,  0.84,   0.45,     0.35,     1.31
005677,     3,      1,  0.94,   0.79,     1.00,     0.79
005677,     5,      5,  0.87,   0.82,     0.86,     0.94
005680,     0,      3,  0.91,   0.50,     0.39,     1.30
005680,     2,      0,  0.95,   0.80,     1.00,     0.80
005680,     3,      8,  0.71,   0.80,     0.75,     1.07
005680,     4,      5,  0.89,   0.83,     0.84,     0.99
005680,     5,      2,  0.92,   0.82,     0.92,     0.90
005680,     6,      6,  0.80,   0.81,     0.77,     1.06
005680,     8,      4,  0.91,   0.82,     0.80,     1.02
005685,     0,      2,  0.90,   0.53,     0.43,     1.24
005685,     2,      8,  0.09,   0.42,     0.26,     1.66
005685,     4,      1,  0.98,   0.84,     0.91,     0.92
005685,     5,      3,  0.74,   0.70,     0.59,     1.18
005687,     0,      2,  0.84,   0.78,     0.90,     0.86
005687,     2,      0,  0.92,   0.77,     1.00,     0.77
005687,     3,      1,  0.89,   0.88,     0.81,     1.08
005687,     4,      4,  0.90,   0.85,     0.77,     1.11
005689,     2,      0,  0.75,   0.72,     0.90,     0.80
005695,     3,      9,  0.85,   0.80,     0.83,     0.97
005695,     4,      0,  0.89,   0.78,     0.89,     0.88
005695,     5,      4,  0.88,   0.76,     0.91,     0.84
005695,     6,      6,  0.82,   0.75,     0.90,     0.83
005695,     7,      3,  0.96,   0.82,     0.92,     0.89
005695,     8,      1,  0.95,   0.79,     1.00,     0.79
005695,     9,      5,  0.85,   0.85,     0.78,     1.09
005695,    10,     13,  0.92,   0.70,     0.50,     1.40
005698,     0,      0,  0.90,   0.82,     0.90,     0.92
005698,     1,      1,  0.88,   0.86,     0.85,     1.01
005698,     2,      3,  0.70,   0.49,     0.36,     1.37
005700,     0,      3,  0.85,   0.83,     0.83,     1.00
005700,     1,      2,  0.93,   0.82,     0.92,     0.90
005700,     2,      0,  0.92,   0.80,     1.00,     0.80
005700,     3,      1,  0.92,   0.85,     0.91,     0.94
005700,     4,      4,  0.94,   0.86,     0.80,     1.07
005700,     5,      5,  0.94,   0.89,     0.77,     1.15
005700,     8,      6,  0.87,   0.84,     0.76,     1.11
005700,     9,      7,  0.01,   0.68,     0.55,     1.24
005703,     0,      1,  0.91,   0.82,     0.88,     0.93
005703,     1,      3,  0.70,   0.81,     0.72,     1.13
005704,     0,      0,  0.83,   0.84,     0.80,     1.05
005704,     1,      2,  0.83,   0.50,     0.40,     1.24
005704,     2,      3,  0.69,   0.58,     0.85,     0.68
005704,     3,      1,  0.88,   0.80,     0.89,     0.90
005706,     0,      1,  0.91,   0.88,     0.76,     1.16
005706,     1,      0,  0.87,   0.86,     0.77,     1.11
005707,     0,      2,  0.61,   0.61,     0.84,     0.73
005707,     1,      0,  0.91,   0.78,     1.00,     0.78
005707,     2,      1,  0.92,   0.79,     1.00,     0.79
005707,     3,      3,  0.94,   0.90,     0.83,     1.08
005707,     4,      4,  0.68,   0.62,     0.43,     1.45
005709,     0,      0,  0.81,   0.76,     0.92,     0.83
005709,     1,      1,  0.74,   0.72,     0.83,     0.87
005712,     0,      3,  0.76,   0.41,     0.27,     1.51
005712,     2,      1,  0.83,   0.84,     0.82,     1.03
005712,     3,      2,  0.80,   0.83,     0.78,     1.07
005713,     0,      0,  0.78,   0.50,     0.36,     1.40
005714,    10,      0,  0.91,   0.82,     0.93,     0.88
005717,     2,      1,  0.87,   0.77,     1.00,     0.77
005717,     3,      3,  0.86,   0.86,     0.80,     1.07
005717,     4,      2,  0.85,   0.80,     0.90,     0.89
005717,     5,      4,  0.95,   0.85,     0.87,     0.98
005725,     0,      1,  0.89,   0.87,     0.85,     1.02
005725,     1,      2,  0.80,   0.80,     0.83,     0.96
005725,     2,      0,  0.75,   0.73,     0.96,     0.76
005725,     3,      3,  0.74,   0.66,     0.50,     1.34
005727,     2,      1,  0.79,   0.81,     0.82,     1.00
005728,     0,      4,  0.90,   0.66,     0.55,     1.20
005728,     2,      0,  0.92,   0.79,     1.00,     0.79
005728,     6,      5,  0.74,   0.74,     0.80,     0.92
005728,     7,      7,  0.96,   0.87,     0.73,     1.20
005728,    10,      8,  0.81,   0.82,     0.71,     1.14
005729,     3,      1,  0.85,   0.75,     1.00,     0.75
005729,     4,     -1,  0.00,   0.00,     0.88,     0.00
005729,     5,     10,  0.84,   0.83,     0.73,     1.13
005729,     6,      2,  0.70,   0.73,     0.78,     0.93
005729,     7,      4,  0.90,   0.82,     0.84,     0.98
005729,     8,      7,  0.85,   0.77,     0.85,     0.91
005729,     9,      6,  0.93,   0.84,     0.90,     0.94
005729,    10,      0,  0.96,   0.81,     0.93,     0.87
005729,    11,      8,  0.88,   0.86,     0.71,     1.21
005731,     0,      0,  0.83,   0.76,     0.93,     0.82
005736,     1,      1,  0.93,   0.82,     0.89,     0.92
005739,     1,      0,  0.76,   0.73,     0.91,     0.80
005740,     0,      0,  0.89,   0.76,     0.87,     0.87
005741,     0,      0,  0.87,   0.78,     1.00,     0.78
005741,     1,      1,  0.92,   0.78,     0.93,     0.85
005741,     2,      3,  0.76,   0.71,     0.58,     1.22
005741,     3,      2,  0.77,   0.75,     0.86,     0.87
005745,     0,      0,  0.87,   0.83,     0.77,     1.08
005747,     0,      0,  0.83,   0.80,     0.88,     0.90
005751,     1,      0,  0.95,   0.78,     1.00,     0.78
005751,     2,      1,  0.86,   0.81,     0.90,     0.90
005751,     3,      3,  0.89,   0.80,     0.89,     0.90
005751,     4,      4,  0.86,   0.84,     0.71,     1.18
005754,     0,      2,  0.92,   0.46,     0.37,     1.26
005754,     1,      1,  0.94,   0.80,     1.00,     0.80
005754,     2,      0,  0.94,   0.80,     0.93,     0.86
005754,     3,      7,  0.75,   0.74,     0.73,     1.01
005754,     4,      3,  0.86,   0.83,     0.69,     1.20
005754,     5,      5,  0.89,   0.82,     0.84,     0.98
005754,     7,     11,  0.05,   0.56,     0.45,     1.25
005754,     8,      8,  0.73,   0.42,     0.24,     1.71
005754,    11,     10,  0.77,   0.63,     0.38,     1.66
005757,     0,     14,  0.01,   0.53,     0.40,     1.32
005757,     1,      6,  0.84,   0.84,     0.84,     1.00
005757,     2,      4,  0.83,   0.78,     0.86,     0.90
005757,     3,      2,  0.93,   0.88,     0.80,     1.10
005757,     4,      1,  0.88,   0.77,     1.00,     0.77
005757,     5,      7,  0.86,   0.63,     0.47,     1.33
005762,     0,      1,  0.90,   0.69,     1.00,     0.69
005762,     1,      2,  0.82,   0.70,     1.00,     0.70
005762,     2,      5,  0.84,   0.73,     0.93,     0.78
005762,     3,      4,  0.87,   0.77,     0.92,     0.84
005762,     4,      8,  0.81,   0.76,     0.82,     0.93
005762,     5,      6,  0.84,   0.81,     0.72,     1.12
005762,     6,      7,  0.75,   0.77,     0.62,     1.23
005762,     7,     12,  0.85,   0.84,     0.68,     1.22
005762,     8,     -1,  0.00,   0.00,     0.85,     0.00
005762,    10,      0,  0.92,   0.77,     1.00,     0.77
005762,    11,      3,  0.89,   0.78,     0.86,     0.91
005762,    12,     18,  0.00,   0.57,     0.45,     1.28
005763,     2,      1,  0.91,   0.85,     0.89,     0.95
005765,     1,      1,  0.95,   0.86,     0.87,     0.99
005765,     2,      0,  0.79,   0.79,     0.90,     0.87
005765,     3,     -1,  0.00,   0.00,     0.35,     0.00
005777,     0,      4,  0.90,   0.77,     1.00,     0.77
005777,     1,      2,  0.88,   0.78,     1.00,     0.78
005777,     2,      0,  0.91,   0.77,     0.91,     0.84
005777,     3,      1,  0.91,   0.85,     0.87,     0.98
005777,     4,      3,  0.93,   0.83,     0.91,     0.91
005777,     6,      6,  0.92,   0.84,     0.84,     1.00
005777,     7,      7,  0.80,   0.46,     0.34,     1.35
005782,     2,      1,  0.56,   0.55,     0.40,     1.39
005783,     1,      0,  0.94,   0.77,     1.00,     0.77
005784,     3,      0,  0.94,   0.83,     0.91,     0.91
005784,     4,      2,  0.76,   0.49,     0.41,     1.21
005785,     1,      0,  0.90,   0.89,     0.78,     1.14
005786,     0,      1,  0.78,   0.47,     0.35,     1.36
005786,     1,      0,  0.90,   0.74,     1.00,     0.74
005787,     0,      0,  0.58,   0.45,     0.32,     1.39
005793,     0,      1,  0.86,   0.77,     1.00,     0.77
005793,     1,      0,  0.94,   0.79,     1.00,     0.79
005793,     3,      2,  0.80,   0.76,     0.83,     0.91
005794,     0,      1,  0.88,   0.74,     0.87,     0.85
005794,     1,      0,  0.93,   0.78,     1.00,     0.78
005794,     2,      2,  0.79,   0.82,     0.78,     1.05
005796,     2,      1,  0.73,   0.76,     0.88,     0.86
005800,     2,      1,  0.92,   0.76,     1.00,     0.76
005800,     4,      3,  0.85,   0.81,     0.93,     0.87
005800,     5,      2,  0.84,   0.81,     0.89,     0.91
005800,     6,      5,  0.69,   0.57,     0.41,     1.38
005803,     0,      1,  0.89,   0.73,     1.00,     0.73
005803,     1,      7,  0.82,   0.74,     0.89,     0.83
005803,     2,      2,  0.91,   0.79,     0.89,     0.88
005803,     4,      3,  0.87,   0.80,     0.92,     0.87
005803,     5,      8,  0.80,   0.73,     0.83,     0.88
005803,     7,      4,  0.81,   0.77,     0.80,     0.96
005803,     8,      5,  0.88,   0.79,     0.85,     0.93
005803,     9,     11,  0.78,   0.76,     0.81,     0.94
005803,    11,     10,  0.79,   0.78,     0.59,     1.31
005803,    12,     13,  0.78,   0.67,     0.54,     1.24
005807,     0,      8,  0.76,   0.46,     0.29,     1.58
005807,     1,      0,  0.92,   0.76,     1.00,     0.76
005807,     3,      2,  0.04,   0.49,     0.35,     1.39
005811,     0,      1,  0.91,   0.86,     0.88,     0.97
005811,     2,      0,  0.94,   0.77,     1.00,     0.77
005811,     6,      5,  0.85,   0.83,     0.69,     1.20
005819,     1,      0,  0.93,   0.77,     1.00,     0.77
005819,     2,      3,  0.91,   0.81,     0.91,     0.89
005819,     3,      2,  0.75,   0.68,     0.93,     0.73
005819,     4,      1,  0.94,   0.81,     0.93,     0.87
005819,     5,      4,  0.86,   0.78,     0.76,     1.03
005820,     0,      0,  0.91,   0.76,     1.00,     0.76
005820,     3,      3,  0.94,   0.84,     0.80,     1.05
005821,     2,      2,  0.89,   0.86,     0.76,     1.14
005822,     1,      0,  0.84,   0.75,     1.00,     0.75
005822,     2,      1,  0.94,   0.79,     1.00,     0.79
005822,     3,      2,  0.92,   0.80,     0.91,     0.88
005822,     5,      5,  0.90,   0.85,     0.83,     1.03
005826,     0,      0,  0.74,   0.61,     0.52,     1.18
005827,     1,      0,  0.86,   0.76,     0.92,     0.83
005827,     2,      2,  0.87,   0.68,     0.52,     1.31
005829,     0,      0,  0.94,   0.79,     1.00,     0.79
005829,     1,      1,  0.91,   0.74,     1.00,     0.74
005829,     2,      2,  0.90,   0.82,     0.92,     0.89
005829,     3,      3,  0.90,   0.86,     0.83,     1.04
005829,     4,      4,  0.67,   0.71,     0.70,     1.01
005834,     0,      6,  0.78,   0.37,     0.28,     1.33
005834,     3,      0,  0.94,   0.77,     1.00,     0.77
005834,     4,      8,  0.00,   0.60,     0.73,     0.83
005834,     5,      1,  0.95,   0.84,     0.92,     0.92
005834,     6,      3,  0.91,   0.80,     0.66,     1.21
005834,     7,      2,  0.94,   0.88,     0.79,     1.10
005834,     8,      9,  0.93,   0.87,     0.69,     1.25
005839,     1,      0,  0.86,   0.80,     0.85,     0.95
005839,     2,      1,  0.94,   0.87,     0.84,     1.04
005840,     8,      2,  0.95,   0.81,     0.84,     0.96
005843,     1,      0,  0.88,   0.75,     1.00,     0.75
005843,     2,      2,  0.94,   0.85,     0.87,     0.97
005843,     3,      1,  0.90,   0.87,     0.90,     0.97
005843,     7,      4,  0.84,   0.84,     0.78,     1.09
005843,     8,      7,  0.69,   0.70,     0.87,     0.80
005843,     9,      3,  0.84,   0.84,     0.79,     1.06
005852,     1,      1,  0.92,   0.88,     0.75,     1.18
005854,     0,      0,  0.92,   0.76,     1.00,     0.76
005855,     0,      4,  0.92,   0.54,     0.43,     1.26
005855,     5,      5,  0.79,   0.73,     0.57,     1.29
005855,     6,      3,  0.78,   0.81,     0.83,     0.97
005857,     1,      0,  0.80,   0.78,     0.89,     0.88
005859,     1,      0,  0.92,   0.84,     0.79,     1.06
005859,     2,      1,  0.89,   0.83,     0.81,     1.03
005864,     1,      1,  0.91,   0.77,     1.00,     0.77
005864,     2,      4,  0.85,   0.76,     0.92,     0.83
005864,     3,      6,  0.94,   0.79,     0.94,     0.83
005864,     5,      3,  0.85,   0.75,     1.00,     0.75
005864,     7,      5,  0.86,   0.83,     0.73,     1.14
005864,     8,      8,  0.87,   0.77,     0.60,     1.27
005869,     0,      0,  0.83,   0.81,     0.89,     0.92
005873,     2,      0,  0.80,   0.81,     0.81,     1.00
005876,     0,      1,  0.73,   0.72,     0.91,     0.79
005876,     3,      0,  0.89,   0.82,     0.91,     0.90
005876,     4,      2,  0.80,   0.48,     0.40,     1.22
005878,     2,      0,  0.88,   0.80,     0.92,     0.87
005878,     3,      2,  0.87,   0.87,     0.73,     1.19
005878,     4,      3,  0.76,   0.77,     0.76,     1.02
005879,     1,      0,  0.81,   0.77,     0.91,     0.85
005881,     0,      1,  0.93,   0.77,     0.87,     0.88
005881,     1,      0,  0.95,   0.79,     1.00,     0.79
005881,     2,      2,  0.82,   0.80,     0.82,     0.98
005881,     3,      4,  0.88,   0.89,     0.84,     1.05
005881,     4,      3,  0.81,   0.71,     0.65,     1.11
005881,     7,      6,  0.89,   0.41,     0.29,     1.40
005881,     8,      5,  0.90,   0.83,     0.67,     1.23
005882,     1,      1,  0.89,   0.82,     0.91,     0.90
005883,     0,      0,  0.84,   0.84,     0.83,     1.01
005885,     0,      0,  0.95,   0.78,     1.00,     0.78
005885,     1,      1,  0.92,   0.82,     0.92,     0.89
005885,     3,      3,  0.86,   0.81,     0.83,     0.99
005885,     4,      4,  0.87,   0.70,     0.53,     1.31
005885,     5,      5,  0.71,   0.33,     0.19,     1.79
005887,     0,      0,  0.90,   0.81,     0.92,     0.89
005889,     1,      0,  0.82,   0.78,     0.89,     0.87
005889,     2,      1,  0.87,   0.83,     0.84,     0.99
005889,     3,      2,  0.71,   0.73,     0.60,     1.22
005892,     2,      1,  0.92,   0.77,     1.00,     0.77
005892,     3,      2,  0.90,   0.78,     1.00,     0.78
005892,     4,      3,  0.91,   0.80,     0.94,     0.85
005892,     5,      6,  0.96,   0.85,     0.80,     1.07
005892,     6,      7,  0.86,   0.82,     0.80,     1.02
005892,     7,      5,  0.88,   0.84,     0.82,     1.03
005892,     8,      8,  0.85,   0.42,     0.25,     1.69
005893,     0,      3,  0.84,   0.80,     0.78,     1.02
005893,     1,      2,  0.89,   0.81,     0.89,     0.91
005893,     3,     -1,  0.00,   0.00,     0.35,     0.00
005893,     4,      1,  0.93,   0.83,     0.91,     0.91
005893,     5,      5,  0.94,   0.85,     0.68,     1.25
005894,     0,      0,  0.87,   0.85,     0.84,     1.01
005900,     0,      3,  0.86,   0.73,     0.93,     0.78
005900,     1,      2,  0.60,   0.71,     0.87,     0.82
005900,     2,      4,  0.81,   0.81,     0.83,     0.97
005900,     3,      5,  0.77,   0.77,     0.82,     0.94
005900,     4,     10,  0.81,   0.62,     0.45,     1.39
005900,     7,      1,  0.88,   0.78,     0.92,     0.85
005901,     0,      0,  0.94,   0.77,     1.00,     0.77
005901,     1,      1,  0.94,   0.77,     1.00,     0.77
005901,     2,      7,  0.77,   0.69,     0.93,     0.74
005901,     3,      4,  0.86,   0.80,     0.83,     0.96
005901,     4,      5,  0.88,   0.78,     0.87,     0.89
005901,     5,      2,  0.95,   0.84,     0.90,     0.93
005901,     6,      6,  0.85,   0.80,     0.79,     1.01
005901,     7,     10,  0.96,   0.62,     0.45,     1.38
005901,     8,      9,  0.84,   0.81,     0.67,     1.21
005901,     9,     12,  0.71,   0.71,     0.71,     1.00
005903,     0,      0,  0.86,   0.77,     1.00,     0.77
005903,     2,      4,  0.85,   0.70,     1.00,     0.70
005903,     3,      1,  0.88,   0.77,     0.89,     0.87
005903,     4,     11,  0.89,   0.39,     0.25,     1.58
005903,     5,      2,  0.94,   0.82,     0.75,     1.09
005903,     6,      3,  0.82,   0.78,     0.87,     0.90
005903,     7,     13,  0.82,   0.78,     0.78,     1.00
